shawge,0.971716,0.028284,0
trulge,0.910657,0.089344,0
zeegn,0.937434,0.062566,0
slarfs,0.992515,0.007485,0
denned,0.497131,0.502869,0
ceippth,0.901368,0.098632,0
slacsed,0.681651,0.318349,0
thwilced,0.96707,0.03293,0
smope,0.877247,0.122753,0
frytt,0.937605,0.062395,0
scweighgues,0.999414,0.000586,0
veagged,0.969391,0.030609,0
foadds,0.526585,0.473415,0
skaimmed,0.99478,0.00522,0
smirlte,0.918711,0.081289,0
sckwurs,0.998724,0.001276,0
belmbs,0.692056,0.307944,0
prielde,0.95909,0.04091,0
splailes,0.955646,0.044354,0
quepes,0.877678,0.122322,0
nircs,0.83241,0.16759,0
scwought,0.991326,0.008674,0
swoargue,0.994296,0.005704,0
lons,0.364413,0.635587,0
sourphth,0.996223,0.003777,0
sckremms,0.999973,2.7e-05,0
whuipth,0.964737,0.035263,0
thuished,0.995551,0.004449,0
leuched,0.605594,0.394406,0
breubbs,0.979244,0.020756,0
zeefed,0.694789,0.305212,0
sluiped,0.846188,0.153812,0
folph,0.261148,0.738852,0
screenth,0.96113,0.03887,0
prache,0.994484,0.005516,0
blorntch,0.859938,0.140062,0
stimf,0.325603,0.674397,0
klomths,0.999706,0.000294,0
sabbed,0.551257,0.448743,0
nymbs,0.510833,0.489167,0
wherpths,0.955448,0.044552,0
trarme,0.826011,0.173989,0
scwoasts,0.99616,0.00384,0
dwixt,0.945822,0.054178,0
stral,0.275704,0.724296,0
drawlts,0.997973,0.002027,0
plobes,0.967752,0.032248,0
naimth,0.976406,0.023594,0
gante,0.916242,0.083758,0
kourfth,0.995106,0.004894,0
thoutts,0.957462,0.042538,0
chawts,0.763313,0.236687,0
skrilts,0.982872,0.017128,0
psilths,0.956759,0.043241,0
drelmn,0.999182,0.000818,0
whoarnte,0.927291,0.072709,0
skwaiffed,0.997971,0.002029,0
squefths,0.998383,0.001617,0
cofed,0.297279,0.702721,0
scrynze,0.983029,0.016971,0
finthed,0.331818,0.668182,0
skwormb,0.999986,1.4e-05,0
thwargn,0.986139,0.013861,0
strauvvs,0.920209,0.079791,0
scwoonnth,0.974592,0.025408,0
quocks,0.85826,0.14174,0
sprighph,0.982894,0.017106,0
guetched,0.118988,0.881012,0
brirlte,0.871449,0.128551,0
strimp,0.741418,0.258582,0
swowged,0.967525,0.032475,0
skweann,0.99805,0.00195,0
blylque,0.885066,0.114934,0
cwirped,0.960457,0.039543,0
jirpths,0.944969,0.055031,0
sckrogues,0.995841,0.004159,0
grat,0.587297,0.412703,0
squiered,0.994187,0.005813,0
kleulde,0.964278,0.035722,0
sckwoagnth,0.999409,0.000591,0
rhuitched,0.345925,0.654075,0
slenns,0.896766,0.103234,0
gloud,0.994554,0.005446,0
gwaitch,0.82077,0.17923,0
cuksed,0.737289,0.262711,0
salcks,0.732115,0.267885,0
stirnth,0.967225,0.032775,0
thrainned,0.951227,0.048773,0
twoambs,0.947467,0.052533,0
sheephed,0.979265,0.020735,0
ploughmth,0.999626,0.000374,0
gwoopes,0.915272,0.084728,0
sprownsed,0.993084,0.006916,0
cheilds,0.950367,0.049633,0
pyte,0.364921,0.63508,0
shrembs,0.998781,0.001219,0
ghwurfs,0.998875,0.001125,0
scroughch,0.978387,0.021613,0
scoabbs,0.845918,0.154082,0
gerp,0.533468,0.466532,0
scrass,0.713963,0.286037,0
cleufth,0.997967,0.002033,0
hicsts,0.565586,0.434414,0
freiggs,0.929489,0.070511,0
thruimb,0.989038,0.010962,0
gepse,0.772333,0.227667,0
cleuzed,0.890615,0.109385,0
quooce,0.780754,0.219246,0
whaughnths,0.999991,9e-06,0
chelts,0.921237,0.078763,0
ghlogged,0.981592,0.018408,0
kilbs,0.767454,0.232546,0
quawshed,0.946309,0.053691,0
zoold,0.374982,0.625018,0
jawcks,0.85665,0.14335,0
strurgue,0.991968,0.008032,0
phlisque,0.999808,0.000192,0
whoades,0.946253,0.053748,0
gwiscked,0.99165,0.00835,0
dwaimb,0.994435,0.005565,0
pseuf,0.815853,0.184147,0
shreitch,0.9964,0.0036,0
stryn,0.795957,0.204043,0
kwuigns,0.999189,0.000811,0
straile,0.904603,0.095397,0
stralf,0.669709,0.330291,0
queec,0.899692,0.100308,0
murles,0.572892,0.427108,0
sprawlte,0.987525,0.012475,0
saunde,0.909952,0.090048,0
jorks,0.957808,0.042192,0
psuimn,0.94986,0.05014,0
zaifth,0.984613,0.015387,0
queched,0.337759,0.662241,0
ghlaughntch,0.999922,7.8e-05,0
awlde,0.930798,0.069202,0
strobb,0.917051,0.082949,0
youz,0.953,0.047,0
blauck,0.925341,0.074659,0
neaphths,0.941158,0.058842,0
snoogg,0.922636,0.077364,0
skrolmn,0.998981,0.001019,0
kwoots,0.952438,0.047562,0
skreuc,0.996676,0.003324,0
scighfs,0.969559,0.030441,0
skelm,0.993275,0.006725,0
scwaltch,0.99866,0.00134,0
thaipths,0.994222,0.005778,0
seuls,0.894221,0.105779,0
phrorche,0.998604,0.001396,0
stoinned,0.359483,0.640517,0
klesked,0.268861,0.731139,0
smoigns,0.954502,0.045498,0
psoughsts,0.985896,0.014104,0
sleighdge,0.988466,0.011534,0
sweib,0.942006,0.057994,0
feeffed,0.401492,0.598508,0
werph,0.991278,0.008722,0
skrorm,0.995099,0.004901,0
tieped,0.637062,0.362938,0
sckeecked,0.999422,0.000578,0
yikt,0.747023,0.252977,0
scrompte,0.993332,0.006668,0
creefe,0.599224,0.400776,0
feenths,0.59264,0.40736,0
ghlorv,0.832058,0.167942,0
dwoarnths,0.993993,0.006007,0
dwaunnth,0.996401,0.003599,0
trinch,0.863351,0.136649,0
sckrouzed,0.995553,0.004447,0
phydes,0.991519,0.008481,0
cwytched,0.980488,0.019512,0
guarst,0.963755,0.036245,0
klaissed,0.998577,0.001423,0
ghoit,0.922934,0.077066,0
flixts,0.787037,0.212963,0
thrurms,0.994869,0.005131,0
gnurfth,0.96623,0.03377,0
virfs,0.71438,0.28562,0
spordge,0.976392,0.023608,0
freighg,0.880179,0.119821,0
ceufth,0.971135,0.028865,0
ghrewthe,0.999997,3e-06,0
phreefs,0.975775,0.024225,0
chykts,0.966025,0.033975,0
scwauthe,0.99968,0.00032,0
scwuined,0.993538,0.006462,0
baphed,0.635091,0.364909,0
steene,0.923718,0.076282,0
jaipths,0.96271,0.03729,0
whoinnth,0.995079,0.004921,0
cwirv,0.528474,0.471526,0
traksed,0.954328,0.045672,0
scraughsed,0.991496,0.008504,0
spleiths,0.999808,0.000192,0
thweinged,0.998933,0.001067,0
kampced,0.931051,0.068949,0
droxe,0.845306,0.154694,0
klewmb,0.991789,0.008211,0
sckrolls,0.996503,0.003497,0
stentce,0.8478,0.1522,0
trashed,0.908479,0.091521,0
whoob,0.598019,0.401981,0
ghwurbed,0.964007,0.035993,0
smars,0.315413,0.684587,0
rhewck,0.757853,0.242147,0
bekked,0.943721,0.056279,0
straipth,0.99895,0.00105,0
jykt,0.991412,0.008588,0
psouzed,0.831775,0.168225,0
sckwelds,0.993619,0.006381,0
streighste,0.993805,0.006195,0
twaip,0.813173,0.186827,0
gintse,0.555191,0.444809,0
kwoist,0.807113,0.192887,0
splaiffth,0.984831,0.015169,0
dwuphths,0.996741,0.003259,0
eeque,0.380603,0.619397,0
canth,0.891507,0.108493,0
ghrieped,0.988017,0.011983,0
smosk,0.659579,0.340421,0
phroffth,0.998079,0.001921,0
gweuze,0.998485,0.001515,0
gneiks,0.997825,0.002175,0
psaughche,0.993137,0.006863,0
berfe,0.63195,0.36805,0
tweighgues,0.986293,0.013707,0
pruvs,0.852278,0.147722,0
mirgs,0.820945,0.179055,0
thwoommed,0.987074,0.012926,0
splue,0.667445,0.332555,0
sckreudged,0.99869,0.00131,0
snaunth,0.966175,0.033825,0
goambth,0.979357,0.020643,0
smaldged,0.973555,0.026445,0
tworst,0.947002,0.052998,0
ghoakked,0.953996,0.046004,0
scwoosh,0.983139,0.016861,0
skeegns,0.995813,0.004187,0
psoude,0.982433,0.017567,0
streiped,0.909064,0.090937,0
splorntch,0.983766,0.016234,0
chaves,0.64233,0.35767,0
thwurfth,0.996796,0.003204,0
trat,0.754451,0.245549,0
squirck,0.982102,0.017899,0
yowsts,0.938656,0.061344,0
kwarned,0.999372,0.000628,0
fooced,0.569374,0.430626,0
jeugues,0.990808,0.009192,0
gonced,0.870945,0.129055,0
wrolcked,0.863887,0.136113,0
twithed,0.681372,0.318628,0
miscs,0.676263,0.323737,0
beighnd,0.984959,0.015041,0
queambed,0.999168,0.000832,0
sempts,0.881873,0.118127,0
gweffs,0.907985,0.092015,0
skwocte,0.999968,3.2e-05,0
ghrauched,0.99996,4e-05,0
phraucked,0.999313,0.000687,0
sckiebed,0.983477,0.016523,0
wrelch,0.488117,0.511883,0
kreelte,0.995668,0.004332,0
gekked,0.894265,0.105735,0
phroarphs,0.999196,0.000804,0
cwawp,0.988342,0.011658,0
bocked,0.144225,0.855775,0
knaughld,0.949171,0.050829,0
culse,0.868184,0.131816,0
cwaize,0.825525,0.174475,0
ghwoaths,0.998311,0.001689,0
ghlessed,0.917722,0.082278,0
peust,0.768391,0.231609,0
longth,0.997584,0.002416,0
